,GameID,Half,PlayerID,FrameID,Time,GameClock,Speed,AccelImpulse,AccelLoad,AccelX,AccelY,AccelZ,Longitude,Latitude
0,1,1,2,1,00:22:01,00:00:00,0.65833386,0.6111116,0.005330055775340482,0.1325,0.69875,0.565,55.466666000000004,24.99487317
1,1,1,2,2,00:22:01,00:00:00,0.59444492,0.6388894,0.0065681174768838745,0.11125,0.92,0.70625,55.46666633,24.99487367
2,1,1,2,3,00:22:01,00:00:00,0.36388918,2.3055574,0.0031143141241669623,0.01375,0.77,0.6775,55.46666683,24.99487383
3,1,1,2,4,00:22:01,00:00:00,0.44444480000000003,0.8055561999999998,0.0026018184905968666,0.00625,0.88625,0.595,55.46666717,24.99487417
4,1,1,2,5,00:22:01,00:00:00,0.40000032,0.44444480000000003,0.00381313875955484,-0.017499999999999998,0.8575,0.57375,55.46666783,24.994874
5,1,1,2,6,00:22:01,00:00:00,0.0,4.0000032,0.0030357852445959373,-0.06375,0.90375,0.55125,55.46666817,24.99487417
6,1,1,2,7,00:22:01,00:00:00,0.0,0.0,0.0044331236740690885,-0.06875,1.0175,0.45375,55.466668500000004,24.994874
7,1,1,2,8,00:22:01,00:00:00,0.0,0.0,0.00541869611211891,-0.0975,1.08625,0.365,55.466668999999996,24.994874
8,1,1,2,9,00:22:01,00:00:00,0.0,0.0,0.005841307840687845,-0.13,0.8887499999999999,0.53625,55.46666917,24.99487383
9,1,1,2,10,00:22:02,00:00:01,0.0,0.0,0.00746453922609388,-0.1775,0.8525,0.58875,55.46666917,24.99487383
10,1,1,2,11,00:22:02,00:00:01,0.0,0.0,0.005548698158773078,-0.16749999999999998,0.90875,0.5525,55.46666917,24.99487367
11,1,1,2,12,00:22:02,00:00:01,0.0,0.0,0.006430762460071173,-0.10875,0.91375,0.55875,55.46666933,24.99487333
12,1,1,2,13,00:22:02,00:00:01,0.39722254,3.9722254,0.00507912007908566,-0.05875,0.86375,0.5925,55.46666933,24.99487267
13,1,1,2,14,00:22:02,00:00:01,0.37222252,0.2500002,0.00404378877347331,-0.01375,0.84375,0.60375,55.466669499999995,24.99487217
14,1,1,2,15,00:22:02,00:00:01,0.34166694,0.3055558,0.0015182830462427488,0.0575,0.895,0.6112500000000001,55.46666933,24.994872
15,1,1,2,16,00:22:02,00:00:01,0.37222252,0.3055558,0.002377113995150987,0.0825,0.87875,0.5925,55.46666917,24.99487183
16,1,1,2,17,00:22:02,00:00:01,0.0,3.7222252,0.0038262188672706365,0.12625,0.84,0.61625,55.46666917,24.99487167
17,1,1,2,18,00:22:02,00:00:01,0.0,0.0,0.004909086745507464,0.07625,0.94,0.58,55.46666917,24.99487167
18,1,1,2,19,00:22:02,00:00:01,0.0,0.0,0.0065297404465723494,-0.01125,0.8625,0.605,55.466669499999995,24.99487183
19,1,1,2,20,00:22:03,00:00:02,0.0,0.0,0.005650593906676774,0.10375,0.8825,0.58125,55.466669499999995,24.99487183
20,1,1,2,21,00:22:03,00:00:02,0.0,0.0,0.003505238100148003,-0.0225,0.93125,0.5625,55.46667017,24.99487217
21,1,1,2,22,00:22:03,00:00:02,0.0,0.0,0.0028293857593975967,-0.07625,0.84125,0.615,55.46667033,24.99487233
22,1,1,2,23,00:22:03,00:00:02,0.0,0.0,0.0032648992625930805,-0.09875,0.83625,0.6275000000000001,55.4666705,24.9948725
23,1,1,2,24,00:22:03,00:00:02,0.0,0.0,0.005486350221518676,0.05625,0.81125,0.605,55.46667067,24.9948725
24,1,1,2,25,00:22:03,00:00:02,0.0,0.0,0.0037740684685239993,0.25375,0.7975,0.56625,55.466671,24.9948725
25,1,1,2,26,00:22:03,00:00:02,0.0,0.0,0.0026531324273640113,0.30875,0.875,0.50625,55.466671,24.99487233
26,1,1,2,27,00:22:03,00:00:02,0.0,0.0,0.002769423895836247,0.36875,0.9625,0.4,55.466671,24.99487217
27,1,1,2,28,00:22:03,00:00:02,0.0,0.0,0.0035759543261758733,0.41625,0.98875,0.3975,55.46667117,24.99487217
28,1,1,2,29,00:22:03,00:00:02,0.0,0.0,0.003942725826294459,0.31125,1.00125,0.39625,55.46667117,24.994872
29,1,1,2,30,00:22:04,00:00:03,0.0,0.0,0.005274555380913872,0.3725,1.065,0.3125,55.46667117,24.994872
30,1,1,2,31,00:22:04,00:00:03,0.0,0.0,0.005177524446797693,0.175,0.85375,0.42375,55.4666715,24.99487183
31,1,1,2,32,00:22:04,00:00:03,0.0,0.0,0.0057349940617288965,0.17125,0.87,0.5875,55.46667167,24.99487183
32,1,1,2,33,00:22:04,00:00:03,0.0,0.0,0.006095667733081896,0.0275,0.83625,0.5912499999999999,55.46667183,24.99487183
33,1,1,2,34,00:22:04,00:00:03,0.0,0.0,0.014050745261870402,0.145,1.0475,0.465,55.46667217,24.99487183
34,1,1,2,35,00:22:04,00:00:03,0.0,0.0,0.012982787672492314,-0.06,0.985,0.41,55.466672499999994,24.99487167
35,1,1,2,36,00:22:04,00:00:03,0.0,0.0,0.00832296850104455,-0.04875,0.8625,0.53625,55.46667267,24.9948715
36,1,1,2,37,00:22:04,00:00:03,0.0,0.0,0.0070988584070409075,0.14375,0.8625,0.57375,55.46667283,24.9948715
37,1,1,2,38,00:22:04,00:00:03,0.0,0.0,0.006945022507704923,0.04375,0.89625,0.595,55.46667267,24.9948715
38,1,1,2,39,00:22:04,00:00:03,0.0,0.0,0.001972408968045607,0.00375,1.01375,0.43625,55.46667267,24.9948715
39,1,1,2,40,00:22:05,00:00:04,0.0,0.0,0.002306270275349498,-0.0175,1.0,0.4325,55.46667267,24.9948715
40,1,1,2,41,00:22:05,00:00:04,0.0,0.0,0.0018223105962685497,0.0225,0.9675,0.47375,55.466673,24.99487133
41,1,1,2,42,00:22:05,00:00:04,0.0,0.0,0.00497898925663651,0.06125,1.07125,0.37125,55.46667283,24.99487133
42,1,1,2,43,00:22:05,00:00:04,0.0,0.0,0.00684259143563205,0.0825,0.945,0.50125,55.466673,24.99487117
43,1,1,2,44,00:22:05,00:00:04,0.0,0.0,0.008464290921972753,-0.14875,0.7525000000000001,0.7425,55.46667283,24.9948715
44,1,1,2,45,00:22:05,00:00:04,0.0,0.0,0.011955912990521834,0.19125,0.9025,0.5287499999999999,55.466673,24.99487167
45,1,1,2,46,00:22:05,00:00:04,0.0,0.0,0.012641551859021657,0.04,0.6675,0.59625,55.46667317,24.99487167
46,1,1,2,47,00:22:05,00:00:04,0.0,0.0,0.018643204699789775,-0.06875,0.98625,0.77,55.46667317,24.99487167
47,1,1,2,48,00:22:05,00:00:04,0.36944474,3.6944474,0.015417442191428671,0.011250000000000005,0.835,0.6475,55.46667367,24.994872
48,1,1,2,49,00:22:05,00:00:04,0.0,3.6944474,0.007150378074713983,-0.155,0.73375,0.60875,55.46667383,24.994872
49,1,1,2,50,00:22:06,00:00:05,0.0,3.6944474,0.00549285637327032,-0.21125,0.7525,0.67125,55.46667383,24.994872
50,1,1,2,51,00:22:06,00:00:05,0.3194447,0.19444460000000002,0.004259700565886025,-0.22875,0.8675,0.70875,55.466674,24.99487267
51,1,1,2,52,00:22:06,00:00:05,0.0,3.1944470000000003,0.011430393712742506,0.05125,0.89375,0.6075,55.46667417,24.99487267
52,1,1,2,53,00:22:06,00:00:05,0.0,0.0,0.006554372346837679,0.05125,0.82625,0.64,55.46667417,24.99487267
53,1,1,2,54,00:22:06,00:00:05,0.0,0.0,0.008737269748033065,-0.0325,0.86625,0.7375,55.46667417,24.99487283
54,1,1,2,55,00:22:06,00:00:05,0.35555584,3.5555584000000002,0.00654911031883434,-0.195,0.6175,0.64,55.46667417,24.99487317
55,1,1,2,56,00:22:06,00:00:05,0.43888924,0.833334,0.00847676658540281,-0.27875,0.37875,0.5650000000000001,55.466674,24.994873499999997
56,1,1,2,57,00:22:06,00:00:05,0.46111148,0.22222240000000001,0.0645114286654252,0.1525,1.30375,0.90625,55.46667367,24.99487367
57,1,1,2,58,00:22:06,00:00:05,0.48333372,0.22222240000000001,0.013100452485650605,0.35875,0.84125,0.6975,55.46667333,24.99487383
58,1,1,2,59,00:22:06,00:00:05,0.56666712,0.833334,0.004481593560991144,0.485,0.60375,0.58875,55.46667283,24.994874
59,1,1,2,60,00:22:07,00:00:06,0.56666712,0.833334,0.00585089613583969,0.40125,0.7825,0.5175,55.46667283,24.994874
60,1,1,2,61,00:22:07,00:00:06,0.64722274,1.5555568000000002,0.005911533023176093,0.32875,0.8575,0.66125,55.466673,24.99487483
61,1,1,2,62,00:22:07,00:00:06,0.83611178,1.8888904,0.01739194053373856,0.0125,0.87375,1.01375,55.466674,24.99487533
62,1,1,2,63,00:22:07,00:00:06,1.00555636,1.6944457999999998,0.008319674094911926,-0.14625,0.3525,1.0325,55.46667467,24.994876
63,1,1,2,64,00:22:07,00:00:06,1.28333436,2.77778,0.0035623723615240905,-0.25375,0.3425,0.93375,55.4666755,24.994877
64,1,1,2,65,00:22:07,00:00:06,1.0694453000000002,2.1388906000000003,0.003005369142362878,-0.17875,0.3125,0.80375,55.46667617,24.99487783
65,1,1,2,66,00:22:07,00:00:06,0.94166742,1.2777788,0.0027192259465638195,-0.2475,0.2075,0.77375,55.46667683,24.9948785
66,1,1,2,67,00:22:07,00:00:06,1.05000084,1.0833342,0.017417321071535742,0.2975,0.29625,0.94875,55.46667717,24.9948795
67,1,1,2,68,00:22:07,00:00:06,1.05833418,0.08333339999999999,0.010747536241176666,0.18000000000000002,0.09375,0.9225,55.46667733,24.99488033
68,1,1,2,69,00:22:07,00:00:06,1.2222232,1.6388901999999999,0.005280529833085647,-0.02,-0.44,0.74125,55.46667783,24.99488133
69,1,1,2,70,00:22:08,00:00:07,1.2222232,1.6388901999999999,0.009552282902848269,-0.18625,-0.66,0.92375,55.46667783,24.99488133
70,1,1,2,71,00:22:08,00:00:07,0.86666736,3.0000023999999996,0.005102505309416678,-0.58875,-0.70125,1.04375,55.46667933,24.99488267
71,1,1,2,72,00:22:08,00:00:07,0.4861115,3.8055586000000003,0.0044684276272992,-0.715,-0.78375,1.0275,55.46667967,24.99488267
72,1,1,2,73,00:22:08,00:00:07,0.31111136,1.7500014,0.004769194639843593,-0.5387500000000001,-0.69875,0.895,55.46667983,24.99488283
73,1,1,2,74,00:22:08,00:00:07,0.0,3.1111136000000004,0.005329352342090605,-0.45,-0.5775,0.85375,55.46668017,24.99488283
74,1,1,2,75,00:22:08,00:00:07,0.0,0.0,0.006166179493363233,-0.1925,-0.57375,0.8775,55.46668017,24.99488267
75,1,1,2,76,00:22:08,00:00:07,0.0,0.0,0.005199128112596379,0.13375,-0.69,0.935,55.4666805,24.99488267
76,1,1,2,77,00:22:08,00:00:07,0.0,0.0,0.004826909987132718,-0.03,-0.60375,0.8425,55.4666805,24.99488267
77,1,1,2,78,00:22:08,00:00:07,0.0,0.0,0.003059205238909883,-0.06375,-0.61125,0.8325,55.46668083,24.994882500000003
78,1,1,2,79,00:22:08,00:00:07,0.0,0.0,0.00800006942200792,-0.1575,-0.64125,0.83375,55.46668100000001,24.99488233
79,1,1,2,80,00:22:09,00:00:08,0.0,0.0,0.0028390215371314306,-0.2275,-0.6174999999999999,0.82875,55.46668100000001,24.99488233
80,1,1,2,81,00:22:09,00:00:08,0.0,0.0,0.002076438413219776,-0.27,-0.595,0.82125,55.46668117,24.99488217
81,1,1,2,82,00:22:09,00:00:08,0.0,0.0,0.002979841847530596,-0.33375,-0.63875,0.86,55.46668100000001,24.99488217
82,1,1,2,83,00:22:09,00:00:08,0.0,0.0,0.006877401674694003,-0.385,-0.655,0.89375,55.46668100000001,24.99488233
83,1,1,2,84,00:22:09,00:00:08,0.0,0.0,0.00583024562168635,-0.24625,-0.70875,0.80125,55.46668100000001,24.99488233
84,1,1,2,85,00:22:09,00:00:08,0.0,0.0,0.0035223731918063205,-0.335,-0.72,0.79375,55.46668100000001,24.994882500000003
85,1,1,2,86,00:22:09,00:00:08,0.32777804,3.2777803999999997,0.006751875954574031,-0.42625,-0.63375,0.795,55.46668067,24.994882500000003
86,1,1,2,87,00:22:09,00:00:08,0.0,3.2777803999999997,0.004605822559037187,-0.32625,-0.6950000000000001,0.79,55.46668083,24.99488233
87,1,1,2,88,00:22:09,00:00:08,0.0,0.0,0.004275914187056769,-0.47375,-0.7375,0.83875,55.46668067,24.99488233
88,1,1,2,89,00:22:09,00:00:08,0.40833366,4.0833366,0.0076856611477216594,-0.4925,-0.71375,0.8675,55.46668033,24.994882
89,1,1,2,90,00:22:10,00:00:09,0.40833366,4.0833366,0.003018071841652594,-0.6487499999999999,-0.7175,0.9175,55.46668033,24.994882
90,1,1,2,91,00:22:10,00:00:09,0.0,0.0,0.002707381069014753,-0.57375,-0.675,0.95375,55.46668017,24.99488183
91,1,1,2,92,00:22:10,00:00:09,0.38055586,3.8055586000000003,0.0053906546269892105,-0.31375,-0.56875,1.005,55.46667983,24.99488167
92,1,1,2,93,00:22:10,00:00:09,0.45555592,0.7500005999999999,0.004562649810618861,-0.0675,-0.33375,0.9475,55.46667933,24.9948815
93,1,1,2,94,00:22:10,00:00:09,0.60277826,1.4722233999999998,0.0054268058894368,0.1825,-0.0125,0.835,55.46667917,24.994881
94,1,1,2,95,00:22:10,00:00:09,0.7638895,1.6111124,0.004192079992989108,0.29125,0.12125,0.70625,55.4666785,24.99488033
95,1,1,2,96,00:22:10,00:00:09,0.96388966,2.0000016,0.006096171262033405,0.31,0.36625,0.65625,55.46667783,24.99488
96,1,1,2,97,00:22:10,00:00:09,0.9166674000000001,0.4722226,0.012882769841351704,0.095,0.865,0.8512500000000001,55.4666775,24.99487917
97,1,1,2,98,00:22:10,00:00:09,1.13333424,2.1666684,0.011123455650930151,-0.07,0.74,0.93375,55.46667717,24.99487817
98,1,1,2,99,00:22:10,00:00:09,1.05277862,0.8055561999999998,0.004909503248072203,-0.04875,0.58875,0.705,55.46667683,24.99487717
99,1,1,2,100,00:22:11,00:00:10,1.05277862,0.8055561999999998,0.00310349341778614,-0.13625,0.64125,0.72125,55.46667683,24.99487717
100,1,1,2,101,00:22:11,00:00:10,0.93333408,0.138889,0.0030532969425121213,-0.14,0.665,0.7225,55.4666765,24.99487567
101,1,1,2,102,00:22:11,00:00:10,0.7638895,1.6944457999999998,0.005350008336473796,-0.13125,0.94625,0.7112499999999999,55.46667633,24.994875
102,1,1,2,103,00:22:11,00:00:10,0.60833382,1.5555568000000002,0.005553882202977675,0.015,0.9225,0.7212500000000001,55.46667617,24.99487467
103,1,1,2,104,00:22:11,00:00:10,0.60277826,0.055555600000000004,0.008008677095108864,0.1225,0.8325,0.83,55.46667583,24.99487417
104,1,1,2,105,00:22:11,00:00:10,0.58888936,0.138889,0.004722717875404689,0.11375,0.61625,0.64375,55.46667583,24.99487367
105,1,1,2,106,00:22:11,00:00:10,0.51944486,0.694445,0.003179467265593437,0.1025,0.74375,0.5862499999999999,55.46667567,24.99487317
106,1,1,2,107,00:22:11,00:00:10,0.72500058,2.0555572,0.0036083203873350906,0.14625,0.9,0.605,55.46667583,24.9948725
107,1,1,2,108,00:22:11,00:00:10,0.56111156,1.6388901999999999,0.01620636721311057,-0.29125,0.8775,0.65625,55.46667617,24.994872
108,1,1,2,109,00:22:11,00:00:10,0.43055590000000005,1.3055566,0.009519050947395913,-0.29625,0.33125,0.87125,55.46667633,24.99487167
